txn_id,date,account_id,counterparty,description,amount,currency
TXN-H3-0028,2025-10-13,ACC-7503,Dunmore Facilities Associates (Semey base),Marketing photography and artwork — Karaganda yard 2025,-299139.87,USD
TXN-X3-0087,2025-10-13,ACC-7832,Evergreen Janitorial (Almaty office),Motor third-party insurance 2026,-393560.95,EUR
TXN-9699-0046,2025-10-14,ACC-9699,Glenwood Maintenance Services,Plant and boiler insurance premium — February,-4257044.38,USD
TXN-S1-0028,2025-10-14,ACC-7001,Juniper Utility Holdings Trading House,"Vehicle tax payment — Uralsk annex, February",-962460.70,USD
TXN-X1-0042,2025-10-14,ACC-7830,Turgai Elevator Assets LLP,Technical advisory on elevator throughput planning,-966318.27,USD
TXN-J2-0020,2025-10-15,ACC-7602,Juniper Logistics Solutions (Astana branch),"Property insurance premium — Kostanay centre, March",-6099715.65,USD
TXN-J4-0014,2025-10-15,ACC-7604,Foxridge Consulting Ltd (Astana branch),Interest on export credit line — Pavlodar block,-2152274.55,USD
TXN-J4-0073,2025-10-15,ACC-7604,Oskemen Plant Services LLP,Smelter servicing and furnace maintenance H2,-3417033.17,USD
TXN-S3-0048,2025-10-15,ACC-7003,Astyk Trans Export JSC,Grain export sales settlement 2025,9839962.97,USD
TXN-9255-0022,2025-10-16,ACC-9255,Hartley Printing Co Supply (Almaty office),"VAT refund received — Aktobe hub, September",4481896.29,USD
TXN-9598-0020,2025-10-16,ACC-9598,Dunmore Janitorial Services,Interest on working capital line — Shymkent depot,-6415445.59,USD
TXN-G3-0028,2025-10-16,ACC-7403,Eastgate Security Holdings LLP,"Utility rebate received — Uralsk annex, Q4 2026",2784418.36,USD
TXN-G3-0035,2025-10-16,ACC-7403,Ironwood Security LP (Turkistan point),"Retail unit rent — Kyzylorda station, period 04",-2779140.03,USD
TXN-H4-0002,2025-10-16,ACC-7504,Bridgeport Power Corp Trading House,Professional indemnity insurance — June,-26473730.53,USD
TXN-J1-0037,2025-10-16,ACC-7601,Ironwood Waste Systems Holdings (Turkistan point),"Water charge adjustment credit — Semey base, H1",256320.52,USD
TXN-J1-0090,2025-10-16,ACC-7601,Kingsley Property Partners,VAT instalment — Aktobe hub 2026,-2302049.17,EUR
TXN-J4-0079,2025-10-16,ACC-7604,Bridgeport Janitorial Solutions (Uralsk annex),Utility rebate received — February,6114798.38,USD
TXN-X3-0051,2025-10-16,ACC-7832,Dunmore Waste Systems LLC (Atyrau terminal),Sublet rent received 2026,5169312.49,USD
TXN-9136-0030,2025-10-17,ACC-9136,Foxridge Waste Systems Associates Ltd,Payroll accrual funding — Q2,-255374530.72,EUR
TXN-9289-0041,2025-10-17,ACC-9289,Ironwood Maintenance Group JSC (Kyzylorda station),Radio ad campaign schedule,-7100454.24,USD
TXN-B3-0034,2025-10-17,ACC-7203,Trident Power Cooperative JSC (Karaganda yard),"Interest rebate on early repayment — Turkistan point, period 04 2025",11068872.49,USD
TXN-G2-0029,2025-10-17,ACC-7402,Ashford Tax Advisory Holdings Trading House (Ekibastuz block B),"Depot yard rent — Atyrau terminal, October 2025",-7239860.42,USD
TXN-H1-0012,2025-10-17,ACC-7501,Eastgate Facilities Trust (Turkistan point),Political risk insurance 2024,-1338210.76,USD
TXN-S3-0002,2025-10-17,ACC-7003,Ashford Stationery Corp Group,Lease incentive received — Zhezkazgan compound,1988616.21,USD
TXN-9166-0034,2025-10-18,ACC-9166,Ironwood Supply Associates (Oskemen unit),"Unused ad campaign budget returned — Taraz site, period 04 2025",3146534.53,USD
TXN-9951-0023,2025-10-18,ACC-9951,Foxridge Water Works Inc (Ekibastuz block B),"Payroll overfunding returned — Kyzylorda station, instalment 1",1365344.59,USD
TXN-G3-0014,2025-10-18,ACC-7403,Ironwood Maintenance Group,"Rent free period credit — Almaty office, December",6436185.51,USD
TXN-H4-0020,2025-10-18,ACC-7504,Hartley Insurance Inc (Turkistan point),Bi-weekly payroll run — Semey base 2024,-1973159.14,USD
TXN-X2-0067,2025-10-18,ACC-7831,Hartley Waste Systems Solutions (Kostanay centre),"Insurance deductible recovery — Almaty office, period 03",9709132.86,USD
TXN-9534-0007,2025-10-19,ACC-9534,Eastgate Maintenance Solutions Trading House,Interest credited on current account — February,2872862.02,USD
TXN-9829-0038,2025-10-19,ACC-9829,Cedarville Insurance Group,"Water charge adjustment credit — Pavlodar block, May",215640.05,USD
TXN-F3-0033,2025-10-19,ACC-7303,Eastgate Water Works Ltd (Oskemen unit),Withholding tax remittance — period 04 2025,-5944169.96,USD
TXN-G2-0032,2025-10-19,ACC-7402,Bridgeport Water Works LP (Taraz site),Quarterly estimated tax — Taraz site 2026,-32318382.68,USD
TXN-H2-0013,2025-10-19,ACC-7502,Bridgeport Maintenance,Interest on senior notes — Zhezkazgan compound 2025,-8227038.79,USD
TXN-H4-0004,2025-10-19,ACC-7504,Kingsley Payroll Trust (Uralsk annex),Directors and officers insurance — Zhezkazgan compound,-1957501.16,USD
TXN-9594-0019,2025-10-20,ACC-9594,Eastgate Landscaping LP (Kyzylorda station),"Water supply charge — Shymkent depot, August",-3252690.39,USD
TXN-9794-0039,2025-10-20,ACC-9794,Foxridge Landscaping Corp (Oskemen unit),"Travel insurance for staff — Atyrau terminal, July",-1109830.92,USD
TXN-S3-0036,2025-10-20,ACC-7003,Sentinel Insurance Group JSC,"Environmental emissions tax — Oskemen unit, period 01",-395316.29,EUR
TXN-B5-0032,2025-10-21,ACC-7205,Foxridge Payroll Ltd (Semey base),"Payroll for night shift — Semey base, April 2025",-386871.44,EUR
TXN-F1-0037,2025-10-21,ACC-7301,Ashford Printing Solutions,Industry exhibition stand marketing — instalment 3,-27552658.07,USD
TXN-F2-0042,2025-10-21,ACC-7302,Foxridge Maintenance Holdings Supply,Interest on overdraft sweep — Q2 2024,-3055613.18,USD
TXN-J1-0077,2025-10-21,ACC-7601,Eastgate Water Works Ltd (Almaty office),Radio ad campaign schedule — Q2,-1017525.08,USD
TXN-X3-0077,2025-10-21,ACC-7832,Pavlodar Industrial Offtake LLP,Capacity and offtake sales settlement second half,14332918.45,USD
TXN-9545-0047,2025-10-22,ACC-9545,Hartley Logistics Associates (Almaty office),"Excise tax credit received — Taraz site, October 2025",2865416.55,USD
TXN-9692-0027,2025-10-22,ACC-9692,Juniper Property Services (Aktobe hub),"Insurance deductible recovery — Ekibastuz block B, Q3",12489230.79,USD
TXN-B3-0054,2025-10-22,ACC-7203,Dunmore Office Supplies Trust (Aktobe hub),Telecom services — Atyrau terminal,-4545166.01,USD
TXN-F3-0052,2025-10-22,ACC-7303,Bridgeport Janitorial Solutions,Capitalised interest charge — Semey base,-391949.44,USD
TXN-H4-0036,2025-10-22,ACC-7504,Cedarville Supply Corp Holding (Shymkent depot),"Construction all-risk insurance — Almaty office, May 2024",-394092.73,USD
TXN-KC-OPX-10,2025-10-22,TELE-4471,Highland Microwave Contractors,Storm damage repair — microwave link restoration,-8942187.33,USD
TXN-9005-0035,2025-10-23,ACC-9005,Hartley Security Group Ltd,"Rent for spare parts store — Shymkent depot, Q1",-2240802.05,USD
TXN-9119-0039,2025-10-23,ACC-9119,Eastgate Janitorial Partners (Taraz site),VAT refund received — final call,1015890.31,USD
TXN-9549-0049,2025-10-23,ACC-9549,Hartley Logistics Associates (Taraz site),"Sublet rent received — Semey base, June",154945.54,USD
TXN-9807-0030,2025-10-23,ACC-9807,Glenwood Office Supplies Services,"Printed marketing collateral run — Astana branch, December",-165608440.66,USD
TXN-9860-0038,2025-10-23,ACC-9860,Eastgate Uniforms Services (Astana branch),Rent overpayment refunded — Kostanay centre,797989.94,USD
TXN-J6-0041,2025-10-23,ACC-7606,Juniper Building Services Partners (Taraz site),Telecom service credit received — June,2370622.02,USD
TXN-X2-0014,2025-10-23,ACC-7831,Dunmore Building Services,Marketing agency creative fees — May,-913932.53,USD
TXN-9543-0017,2025-10-24,ACC-9543,Bridgeport Courier Solutions Supply (Pavlodar block),Lease incentive received — Aktobe hub,2215752.38,USD
TXN-9593-0043,2025-10-24,ACC-9593,Ashford Uniforms Associates,Electricity overbilling refund — Pavlodar block 2026,10313277.63,USD
TXN-9724-0007,2025-10-24,ACC-9724,Dunmore Telecom Partners Supply,"Rent free period credit — Karaganda yard, Q1",10676492.97,USD
TXN-9744-0043,2025-10-24,ACC-9744,Hartley Supply (Astana branch),"Interest recovery on overpayment — Uralsk annex, June 2025",427240.86,USD
TXN-H5-0040,2025-10-24,ACC-7505,Juniper Property Services,"Payroll clearing account sweep back — Uralsk annex, period 01",1449172.24,USD
TXN-J3-0024,2025-10-24,ACC-7603,Eastgate Janitorial Partners (Uralsk annex),Interest on bridge facility — Astana branch,-2014014.01,USD
TXN-J4-0085,2025-10-24,ACC-7604,Ashford Printing Solutions (Karaganda yard),Payroll funding transfer — Q1,-22575183.76,USD
TXN-S2-0019,2025-10-24,ACC-7002,Initech Software Licenses Company,Interest recovery on overpayment — Karaganda yard,2227580.83,USD
TXN-X1-0006,2025-10-24,ACC-7830,Cedarville Uniforms Solutions Enterprise (Zhezkazgan compound),"Telecom leased line — Almaty office, August 2024",-442327.98,USD
TXN-9440-0025,2025-10-25,ACC-9440,Foxridge Stationery,Payroll clearing account sweep back 2025,190177.59,USD
TXN-H2-0011,2025-10-25,ACC-7502,Hartley Water Works Holding (Uralsk annex),Cyber insurance premium — Ekibastuz block B,-230541.09,USD
TXN-KC-FIN-17,2025-10-25,TELE-4471,Ashford Courier Trust (Aktobe hub),"Payroll for night shift — Shymkent depot, period 02 2025",-138465.40,USD
TXN-9425-0029,2025-10-26,ACC-9425,City Power & Light (Astana branch),"Unused ad campaign budget returned — Karaganda yard, period 03",216660.31,USD
TXN-G3-0010,2025-10-26,ACC-7403,Foxridge Printing LP,Corporate brand marketing programme — September 2024,-3276347.10,USD
TXN-H4-0009,2025-10-26,ACC-7504,Ironwood Building Services Services (Turkistan point),Interest on export credit line — Atyrau terminal 2025,-5515371.37,USD
TXN-S2-0031,2025-10-26,ACC-7002,Foxridge Waste Systems Associates (Oskemen unit),"Corporate income tax instalment — Aktobe hub, Q2",-521838.64,USD
TXN-X2-0013,2025-10-26,ACC-7831,Bridgeport Utility Co,"Payroll accrual reversal — Uralsk annex, March",875772.57,USD
TXN-X3-0078,2025-10-26,ACC-7832,Bridgeport Facilities LLC Company,Seasonal payroll run — Zhezkazgan compound,-270804.45,USD
TXN-9404-0040,2025-10-27,ACC-9404,Dunmore Stationery Inc (Kyzylorda station),Interest on finance sublease — instalment 1,-296076.43,USD
TXN-9500-0043,2025-10-27,ACC-9500,Stalwart Mutual Insurance,Digital media buy — display — Zhezkazgan compound,-2548603.73,USD
TXN-J2-0009,2025-10-27,ACC-7602,Glenwood Waste Systems Trust (Kyzylorda station),Equipment yard lease — September,-16107971.75,USD
TXN-X3-0007,2025-10-27,ACC-7832,Ironwood Courier Co (Uralsk annex),Storage unit rent — Ekibastuz block B,-15570496.84,USD
TXN-9190-0028,2025-10-28,ACC-9190,Sterling Office Solutions Supply,Water charge adjustment credit — final call,9410013.68,USD
TXN-9510-0021,2025-10-28,ACC-9510,Foxridge Cleaning Co (Semey base),"Telecom service credit received — Atyrau terminal, period 04",611728.70,USD
TXN-9821-0030,2025-10-28,ACC-9821,Eastgate Property (Kostanay centre),Capitalised interest charge — Shymkent depot,-2286662.92,USD
TXN-9824-0011,2025-10-28,ACC-9824,Ashford Landscaping Holdings (Astana branch),"Digital media buy — display — Atyrau terminal, February",-2201481.98,USD
TXN-9937-0022,2025-10-28,ACC-9937,Acme Office Supplies (Ekibastuz block B),Marketing research panel subscription — Turkistan point,-11649246.88,USD
TXN-F1-0053,2025-10-28,ACC-7301,Ironwood Stationery Solutions Partners (Taraz site),Payroll clearing account sweep back — Q2 2024,511177.47,USD
TXN-H4-0033,2025-10-28,ACC-7504,Juniper Office Supplies LP (Turkistan point),"Digital media buy — search — Uralsk annex, July 2025",-830598.81,USD
TXN-H5-0032,2025-10-28,ACC-7505,Ashford Uniforms Associates Works,Interest on bridge facility — Astana branch,-9038406.79,USD
TXN-H5-0052,2025-10-28,ACC-7505,Cedarville Power Co (Shymkent depot),VAT instalment — Astana branch 2024,-2115150.32,USD
TXN-X1-0066,2025-10-28,ACC-7830,Juniper Catering Co,"Credit facility interest — Aktobe hub, instalment 2",-2633714.50,USD
TXN-X1-0069,2025-10-28,ACC-7830,Ashford Water Works Group LLP (Oskemen unit),"Water supply charge — Shymkent depot, period 03",-944218.53,USD
TXN-B5-0048,2025-10-29,ACC-7205,Ironwood Property Holdings Service Centre,Rent free period credit — Almaty office 2025,4121934.01,USD
TXN-G1-0031,2025-10-29,ACC-7401,Dunmore Security Solutions,"Revolver interest — Zhezkazgan compound, instalment 2 2025",-2919906.33,EUR
TXN-G2-0045,2025-10-29,ACC-7402,Bridgeport Building Services Inc Holding,Payroll for warehouse staff — period 02,-252608.50,USD
TXN-H3-0034,2025-10-29,ACC-7503,Eastgate Office Supplies Solutions Partners,"Marketing co-operative funding received — Semey base, instalment 1 2025",468990.68,USD
TXN-J1-0086,2025-10-29,ACC-7601,Juniper Property Services (Semey base),"Interest credited on current account — Karaganda yard, period 02",570334.29,USD
TXN-9060-0030,2025-10-30,ACC-9060,Bridgeport Building Services Inc (Kyzylorda station),Media buy rate adjustment credit — December,6304635.09,USD
TXN-9314-0001,2025-10-30,ACC-9314,Glenwood Office Supplies Services Company (Oskemen unit),Excise tax payment — instalment 1 2024,-737784.51,USD
TXN-9841-0008,2025-10-30,ACC-9841,Hartley Consulting LLC (Karaganda yard),"Rent for regional office — Taraz site, October",-633737.56,USD
TXN-H2-0055,2025-10-30,ACC-7502,Glenwood Uniforms Group (Almaty office),"Electricity bill — Turkistan point, instalment 3",-910849.08,USD
TXN-J5-0002,2025-10-30,ACC-7605,Nordwerk Aufbereitungstechnik GmbH,Concentrator machinery instalment,-668678.14,EUR
TXN-9224-0036,2025-10-31,ACC-9224,Glenwood Power (Pavlodar block),"Sublet rent received — Ekibastuz block B, May 2024",4955476.08,USD
TXN-9239-0046,2025-10-31,ACC-9239,Bridgeport Realty Inc (Kyzylorda station),Unclaimed payroll returned — September 2026,541494.08,USD
TXN-9324-0027,2025-10-31,ACC-9324,Kingsley Building Services Group (Zhezkazgan compound),"Telecom service credit received — Aktobe hub, Q1",448579.04,USD
TXN-9707-0045,2025-10-31,ACC-9707,Ashford Logistics LP Company,Unclaimed payroll returned — Uralsk annex 2024,885472.57,USD
TXN-9903-0018,2025-10-31,ACC-9903,Ashford Insurance Services,"Property insurance premium — Kyzylorda station, February",-674978.31,USD
TXN-9906-0041,2025-10-31,ACC-9906,Cedarville Janitorial Holdings Trading House,"Marketing photography and artwork — Ekibastuz block B, H1",-286627851.97,USD
TXN-F1-0019,2025-10-31,ACC-7301,Hartley Catering LP (Karaganda yard),"Equipment yard lease — Uralsk annex, January 2025",-309746.94,USD
TXN-F2-0059,2025-10-31,ACC-7302,Magnum Cash & Carry JSC,Retail merchandise sales settlement 2025,7119343.69,USD
TXN-G2-0027,2025-10-31,ACC-7402,Dunmore Stationery Inc Works,Payroll agency rebate 2024,281734.05,USD
TXN-J6-0032,2025-10-31,ACC-7606,Bridgeport Tax Advisory Services JSC (Kyzylorda station),"Marketing translation and localisation — Astana branch, Q4 2025",-11011359.52,USD
TXN-KC-OPX-26,2025-10-31,TELE-4471,Blue Ridge Payroll Services,Telecom service credit received — Almaty office,1153302.55,EUR
TXN-B5-0036,2025-11-01,ACC-7205,Glenwood Property Trust (Karaganda yard),"Electricity bill — Turkistan point, instalment 3",-2778420.53,USD
TXN-H3-0044,2025-11-01,ACC-7503,Sterling Office Solutions (Oskemen unit),Water supply charge,-1090819.69,USD
TXN-KC-CON-08,2025-11-01,TELE-4471,Eastgate Supply Ltd Company,"Franchise tax filing — Semey base, period 04",-540003.19,USD
TXN-S1-0042,2025-11-01,ACC-7001,Ironwood Building Services Services Enterprise (Atyrau terminal),Electricity for pumping station — Almaty office 2026,-1740185.19,USD
TXN-9320-0005,2025-11-02,ACC-9320,Bridgeport Utility Co (Almaty office),"Environmental liability insurance — Shymkent depot, instalment 1",-2219951.96,USD
TXN-9973-0011,2025-11-02,ACC-9973,Glenwood Tax Advisory Co Partners,Severance payroll batch,-12513661.34,USD
TXN-G1-0010,2025-11-02,ACC-7401,Cedarville Landscaping Partners Partners (Oskemen unit),Depot yard rent — Uralsk annex 2026,-325827.74,USD
TXN-J5-0015,2025-11-02,ACC-7605,Kingsley Insurance Associates (Aktobe hub),"Interest on subordinated notes — Zhezkazgan compound, period 03",-2496260.31,USD
TXN-J5-0020,2025-11-02,ACC-7605,Foxridge Supply Inc Works,Insurance premium refund — Turkistan point,3069832.43,USD
TXN-S2-0015,2025-11-02,ACC-7002,Hartley Stationery Trust (Shymkent depot),Water charge adjustment credit — Q4 2025,565325.37,USD
TXN-S2-0018,2025-11-02,ACC-7002,Juniper Janitorial Ltd (Almaty office),Payroll tranche for field crew — period 03 2026,-6698403.52,USD
TXN-S3-0043,2025-11-02,ACC-7003,Sterling Office Solutions Trading House (Semey base),"Payroll for drivers — Astana branch, instalment 3",-5090877.80,USD
TXN-9291-0037,2025-11-03,ACC-9291,Cedarville Payroll LP (Karaganda yard),Rent for regional office — June 2026,-314139880.82,USD
TXN-9469-0033,2025-11-03,ACC-9469,Ironwood Utility Solutions Enterprise (Zhezkazgan compound),Marketing agency credit note — Aktobe hub,16659874.71,USD
TXN-9774-0025,2025-11-03,ACC-9774,Kingsley Property Partners Trading House (Turkistan point),"Office rent — Oskemen unit, June 2026",-6004416.55,USD
TXN-9937-0036,2025-11-03,ACC-9937,Glenwood Uniforms Group (Pavlodar block),Radio ad campaign schedule — Uralsk annex 2025,-122631.54,USD
TXN-F3-0029,2025-11-03,ACC-7303,City Power & Light,Environmental emissions tax — Oskemen unit 2026,-11801644.24,USD
TXN-G1-0054,2025-11-03,ACC-7401,Hartley Waste Systems Solutions,Standby generator electricity — Kyzylorda station 2026,-333053.87,USD
TXN-J2-0001,2025-11-04,ACC-7602,Ironwood Tax Advisory Inc (Aktobe hub),Municipal water charge 2025,-148130.82,USD
TXN-J3-0055,2025-11-04,ACC-7603,Bridgeport Power Corp Works,Point-of-sale marketing materials — Uralsk annex,-1277424.85,USD
TXN-9249-0008,2025-11-05,ACC-9249,Eastgate Security Holdings Works,"Property insurance premium — Astana branch, final call",-9934086.51,USD
TXN-9414-0010,2025-11-05,ACC-9414,Bridgeport Cleaning Partners (Almaty office),Monthly payroll disbursement — Karaganda yard,-10199579.52,USD
TXN-G3-0030,2025-11-05,ACC-7403,Ironwood Realty Services Holding,Rent for staff dormitory — Almaty office,-710607.62,USD
TXN-J3-0053,2025-11-05,ACC-7603,Eastgate Office Supplies Solutions (Almaty office),"Withholding tax reclaim received — Kostanay centre, July",842551.12,USD
TXN-J5-0012,2025-11-05,ACC-7605,Cedarville Cleaning Group,Rent overpayment refunded — Aktobe hub,105617538.10,USD
TXN-S3-0020,2025-11-05,ACC-7003,Hartley Insurance Inc,"Antenna mast lease — Ekibastuz block B, October 2025",-257107.84,USD
TXN-X1-0024,2025-11-05,ACC-7830,Eastgate Landscaping LP Ltd,"Tax assessment reversal — Uralsk annex, May 2024",4319716.88,USD
TXN-X2-0086,2025-11-05,ACC-7831,Ilek Trading House LLP,Brand marketing campaign for polymer films,-604277.85,USD
TXN-9725-0006,2025-11-06,ACC-9725,Bridgeport Waste Systems Ltd (Turkistan point),Electricity metering correction credit — Semey base,2186234.45,USD
TXN-H1-0055,2025-11-06,ACC-7501,Ironwood Waste Systems Holdings Group,Use tax payment — April 2026,-1154843.67,USD
TXN-H3-0014,2025-11-06,ACC-7503,Glenwood Tax Advisory Co Company (Kostanay centre),Tax audit assessment payment — Semey base 2025,-1436155.93,USD
TXN-KC-REV-02,2025-11-06,TELE-4471,Crown City Water Board JSC,"District heating utility charge — Uralsk annex, March",-1449699.49,USD
TXN-S3-0049,2025-11-06,ACC-7003,Glenwood Power Service Centre,"Regional marketing campaign production — Kyzylorda station, July",-11684668.80,USD
TXN-9152-0005,2025-11-07,ACC-9152,Hartley Uniforms LP (Shymkent depot),"Telecom services — Kyzylorda station, July 2025",-492696.67,USD
TXN-9544-0027,2025-11-07,ACC-9544,Bridgeport Landscaping Services Partners,"Electricity for pumping station — Aktobe hub, Q3",-1898700.38,USD
TXN-B2-0007,2025-11-07,ACC-7202,Juniper Stationery Holdings,Severance payroll batch — Turkistan point 2026,-3057049.59,USD
TXN-B5-0043,2025-11-07,ACC-7205,Ironwood Leasing Partners (Turkistan point),Sublet rent received — Taraz site,5083064.89,USD
TXN-H5-0026,2025-11-07,ACC-7505,Eastgate Supply Ltd (Ekibastuz block B),Payroll accrual reversal — Zhezkazgan compound 2025,3560948.35,USD
TXN-J1-0001,2025-11-07,ACC-7601,Bridgeport Landscaping Services Works,Water supply charge — instalment 3,-286081640.90,USD
TXN-X2-0075,2025-11-07,ACC-7831,Hartley Realty Holdings (Taraz site),Water charge adjustment credit — Astana branch 2024,397633.99,USD
TXN-9345-0035,2025-11-08,ACC-9345,Cedarville Insurance Group (Almaty office),"Unused ad campaign budget returned — Taraz site, period 04 2025",109461.33,USD
TXN-H3-0031,2025-11-08,ACC-7503,Ashford Realty Ltd (Semey base),Payroll accrual funding — final call 2025,-730258.14,USD
TXN-H5-0036,2025-11-08,ACC-7505,Glenwood Stationery Associates (Semey base),Environmental emissions tax — Atyrau terminal 2024,-484270.35,USD
TXN-X2-0002,2025-11-08,ACC-7831,Glenwood Catering Group Enterprise,Excise tax remittance — June,-659181.66,USD
TXN-G2-0028,2025-11-09,ACC-7402,Ashford Payroll Partners,Rent for archive premises — Q1 2024,-2201217.49,USD
TXN-H4-0034,2025-11-09,ACC-7504,Foxridge Payroll Ltd Trading House,Monthly payroll disbursement — Turkistan point,-258406.60,USD
TXN-J1-0054,2025-11-09,ACC-7601,Hartley Supply,Interest true-up charge — November 2026,-21589070.49,USD
TXN-B3-0050,2025-11-10,ACC-7203,Ashford Consulting Partners Enterprise (Semey base),Antenna mast lease — period 04 2025,-11300119.88,USD
TXN-H2-0051,2025-11-10,ACC-7502,Glenwood Courier LP Enterprise,Rent for spare parts store — January,-1828678.67,USD
TXN-H5-0041,2025-11-10,ACC-7505,Glenwood Property Trust (Semey base),Quarterly estimated tax — Taraz site 2026,-17728459.54,USD
TXN-J2-0045,2025-11-10,ACC-7602,Cedarville Telecom Services (Ekibastuz block B),Payroll accrual reversal — February,13308662.83,USD
TXN-KC-MKT-30,2025-11-10,TELE-4471,Crown City Water Board JSC,"Standby generator electricity — Kyzylorda station, February",-937277.11,USD
TXN-X2-0022,2025-11-10,ACC-7831,Foxridge Property Associates (Semey base),"Water charge adjustment credit — Kostanay centre, February",38948299.33,USD
TXN-9637-0028,2025-11-11,ACC-9637,Foxridge Consulting Ltd (Ekibastuz block B),"Property tax rebate — Turkistan point, October",4479285.04,USD
TXN-B5-0039,2025-11-11,ACC-7205,Globex Telecom (Kostanay centre),"Property insurance premium — Almaty office, July",-16769623.58,EUR
TXN-F2-0055,2025-11-11,ACC-7302,Hartley Water Works (Kostanay centre),"District heating utility charge — Atyrau terminal, February",-12526801.96,USD
TXN-G1-0040,2025-11-11,ACC-7401,Foxridge Stationery (Semey base),Marketing overbilling refund — Aktobe hub,456703.51,USD
TXN-G2-0051,2025-11-11,ACC-7402,Foxridge Courier Group,Lease deposit released — H2,369186.55,USD
TXN-G2-0055,2025-11-11,ACC-7402,Hartley Payroll LLC (Ekibastuz block B),"Interest income on term deposit — Oskemen unit, final call",263357.66,USD
TXN-H3-0003,2025-11-11,ACC-7503,Bridgeport Janitorial Solutions (Kostanay centre),Digital media buy — display — Taraz site 2026,-12749118.22,USD
TXN-H4-0003,2025-11-11,ACC-7504,Ashford Consulting Partners Company,"Radio ad campaign schedule — Aktobe hub, Q1 2026",-2744634.53,USD
TXN-J3-0050,2025-11-11,ACC-7603,Foxridge Insurance Co,"VAT instalment — Turkistan point, September",-6845223.22,USD
TXN-J4-0008,2025-11-11,ACC-7604,Cedarville Utility Ltd Partners,Marketing research panel subscription — instalment 1,-975149.96,USD
TXN-9014-0033,2025-11-12,ACC-9014,Kingsley Office Supplies Corp Enterprise,"Container yard lease — Atyrau terminal, Q1",-1909447.36,USD
TXN-9801-0038,2025-11-12,ACC-9801,Cedarville Security Trust,"Electricity metering correction credit — Zhezkazgan compound, April",6225018.74,USD
TXN-H5-0025,2025-11-12,ACC-7505,Glenwood Landscaping Co (Taraz site),Payroll for security detail — Astana branch,-268913.31,USD
TXN-H5-0051,2025-11-12,ACC-7505,Semey Regional Grid LLP,Electricity supply charges for the factory 2025,-523447.81,USD
TXN-J4-0051,2025-11-12,ACC-7604,Kazakh Metals Trading JSC,Refined metals export sales settlement Q4,585037.63,USD
TXN-9098-0043,2025-11-13,ACC-9098,Ashford Landscaping Holdings LLP,Payroll for laboratory staff — Almaty office 2024,-557399.41,USD
TXN-9121-0038,2025-11-13,ACC-9121,City Power & Light (Uralsk annex),Electricity for site lighting 2025,-1684555.97,USD
TXN-9829-0011,2025-11-13,ACC-9829,Glenwood Utility Associates (Oskemen unit),Depot yard rent — final call,-26219441.19,USD
TXN-H4-0011,2025-11-13,ACC-7504,Glenwood Catering Group (Oskemen unit),Utility deposit returned — Karaganda yard 2024,3476399.81,USD
TXN-9198-0027,2025-11-14,ACC-9198,Hartley Waste Systems Solutions Enterprise,Payroll advance recovered from staff — Almaty office 2026,3458864.21,USD
TXN-9770-0037,2025-11-14,ACC-9770,Evergreen Janitorial Supply (Zhezkazgan compound),Professional indemnity insurance 2024,-3660959.51,USD
TXN-G2-0023,2025-11-14,ACC-7402,Ashford Facilities Inc Supply,Interest income on term deposit — Karaganda yard 2025,202808.30,USD
TXN-H4-0051,2025-11-14,ACC-7504,Ashford Water Works Group (Kyzylorda station),Seasonal payroll run — Zhezkazgan compound,-230009454.86,USD
TXN-J2-0006,2025-11-14,ACC-7602,Hartley Logistics Associates (Shymkent depot),Payroll overfunding returned — Kyzylorda station,1553309.35,USD
TXN-J3-0012,2025-11-14,ACC-7603,Foxridge Insurance Co (Uralsk annex),Executive payroll run — September,-14396817.29,USD
TXN-KC-MKT-37,2025-11-14,TELE-4471,Hartley Cleaning Inc (Oskemen unit),"Tax penalty settlement charge — Semey base, August",-218730.67,USD
TXN-9423-0032,2025-11-15,ACC-9423,Cedarville Landscaping Partners (Kyzylorda station),Lease incentive received — Shymkent depot,343202.52,USD
TXN-H2-0047,2025-11-15,ACC-7502,Initech Software Licenses LLP,"Payroll clearing account sweep back — Almaty office, February",350381.01,USD
TXN-X1-0050,2025-11-15,ACC-7830,Dunmore Property LLC Holding,Rooftop lease — Q4,-4582917.31,USD
TXN-9123-0023,2025-11-16,ACC-9123,Bridgeport Cleaning Partners (Pavlodar block),Interest on subordinated notes 2024,-264457.09,USD
TXN-9870-0041,2025-11-16,ACC-9870,Hartley Leasing Services (Semey base),"Water supply charge — Taraz site, final call",-4525859.57,USD
TXN-H4-0049,2025-11-16,ACC-7504,Ironwood Janitorial Co Supply,"Product launch ad campaign — Kostanay centre, final call",-150449648.23,USD
TXN-H5-0028,2025-11-16,ACC-7505,Eastgate Building Services Associates (Oskemen unit),Interest income on treasury bills — Semey base,2781960.60,USD
TXN-KC-OPX-36,2025-11-16,TELE-4471,Glenwood Telecom Corp,"Marine cargo insurance premium — Turkistan point, H2 2024",-12861619.14,USD
TXN-S3-0008,2025-11-16,ACC-7003,Ironwood Building Services Services LLP,"Warehouse contents insurance — Taraz site, period 02",-6511752.66,USD
TXN-9394-0024,2025-11-17,ACC-9394,Ashford Logistics LP (Karaganda yard),"Excise tax remittance — Turkistan point, June",-3479338.42,USD
